Months_as_a_Customer	Number_of_Products	RFM_Score	Average_Balance_Feed_Index	Number_of_Transactions	Personal_Debt_to_Equity_Ratio	Months_Current_Account	Number_of_Loan_Accounts	Customer_ID	Has_Bad_Payment_Record	Members_Within_Household	Number_of_Call_Center_Contacts	Weeks_Since_Last_Offer	Accepted_Personal_Loan	Accepted_Retention	Accepted_Home_Equity_Loan	Accepted_Credit_Card	Annual_value	Interested_in_Personal_Loan	Interested_in_Retention	Interested_in_Home_Equity_Loan	Interested_in_Credit_Card
48	0	0	0	0	33	37	0	54327	0	1	9	13	F	F	F	F	0	T	F	F	F
0	0	0	0	0	48	-3	0	54491	0	4	9	4	F	F	F	F	0	F	F	T	F
48	0	0	0	0	57	36	1	54545	0	2	11	8	F	F	T	F	100	F	F	F	T
24	0	0	0	0	26	17	0	54570	0	3	8	25	F	F	F	F	0	F	F	F	F
48	0	0	0	0	37	36	1	54586	0	2	10	51	F	F	F	F	100	T	F	F	F
36	0	0	0	0	25	29	0	54659	0	5	10	1	F	F	T	T	0	F	F	F	F
36	0	0	0	0	39	32	0	54759	0	1	8	46	F	F	F	F	0	F	F	F	F
24	4	9	42	2	43	18	1	55036	0	5	11	43	F	F	F	F	220	F	F	T	F
36	4	9	268	2	38	23	0	55236	0	4	10	52	F	F	F	T	120	F	F	F	F
0	0	0	0	0	32	-4	0	55263	0	2	0	43	F	F	F	F	0	F	F	T	F
24	0	0	0	0	32	16	3	55379	0	2	11	31	F	F	F	F	300	F	T	F	F
24	3	9	183	2	42	19	1	55404	0	1	8	38	T	F	F	F	190	F	F	F	F
36	5	9	245	3	66	24	4	55420	0	7	10	20	F	F	T	F	550	F	F	F	F
24	0	0	0	0	51	14	0	57693	0	2	10	1	F	F	F	F	0	F	F	F	F
12	0	0	0	0	35	5	1	57852	0	2	10	18	F	F	F	F	100	F	F	F	T
36	0	0	0	0	37	32	0	57893	0	4	7	39	F	F	F	F	0	F	F	F	F
0	0	0	0	0	43	-4	0	57970	0	6	0	35	F	F	F	F	0	F	F	F	F
48	2	11	109	1	32	38	0	57977	0	1	1	7	F	F	F	F	60	F	T	T	F
24	0	0	0	0	48	19	1	57789	0	3	11	33	F	F	F	F	100	F	F	F	F
48	0	0	0	0	35	38	0	58145	0	5	11	51	F	F	T	F	0	F	F	F	F
36	2	9	70	1	43	33	3	58211	0	3	10	4	F	F	F	F	360	F	F	F	F
0	0	0	0	0	40	-6	0	58057	0	6	8	13	F	F	F	F	0	F	F	F	F
24	0	0	0	0	30	13	3	58031	0	4	8	3	T	F	F	F	300	F	T	F	T
36	0	0	0	0	35	31	0	58164	0	2	7	16	F	F	F	T	0	F	F	F	F
24	0	0	0	0	27	21	1	58263	0	5	10	38	T	F	F	F	100	F	T	F	F
48	0	0	0	0	35	37	1	58277	0	5	9	23	F	F	T	F	100	F	F	F	F
12	0	0	0	0	43	0	1	58336	1	1	0	47	T	F	T	F	100	T	F	F	F
36	28	19	383	12	27	32	4	58345	0	2	11	7	F	F	F	F	1240	F	F	F	F
24	0	0	0	0	30	21	1	58427	0	2	10	12	F	F	F	T	100	F	F	F	F
36	52	31	432	24	36	29	1	58225	0	5	11	34	F	F	F	F	1660	F	F	T	F
36	0	0	0	0	61	33	3	58242	0	6	10	35	F	F	F	F	300	F	F	T	F
12	0	0	0	0	44	0	2	58301	0	5	9	23	T	F	F	F	200	F	F	F	T
0	0	0	0	0	34	-4	1	74416	0	6	0	48	F	F	F	F	100	F	F	F	T
24	0	0	0	0	30	23	0	74441	0	4	9	11	F	F	F	F	0	F	F	F	F
36	0	0	0	0	29	29	2	74569	0	5	10	5	F	F	F	F	200	F	F	F	F
24	3	8	79	1	36	15	1	74393	0	4	11	40	F	F	F	F	190	F	F	F	F
24	0	0	0	0	37	12	3	74703	0	3	11	8	F	T	F	F	300	F	F	F	F
0	0	0	0	0	28	-2	2	74736	0	3	11	37	F	F	F	T	200	F	F	F	F
12	2	9	69	1	50	6	0	74596	0	4	0	48	F	F	F	F	60	F	F	F	F
12	3	8	59	1	46	5	0	74661	0	6	10	3	T	T	T	F	90	F	F	F	T
24	3	0	119	2	31	19	3	74898	0	2	10	44	F	F	T	F	390	F	T	F	F
24	0	0	0	0	49	19	1	75293	0	2	9	44	F	F	F	F	100	F	F	F	F
24	0	0	0	0	15	21	1	75120	0	6	11	18	T	F	F	F	100	F	F	F	F
36	0	0	0	0	24	23	1	75229	0	2	0	23	F	F	F	F	100	F	F	F	F
0	0	0	0	0	60	-5	4	75280	0	3	10	2	F	F	F	F	400	F	F	F	F
48	0	0	0	0	27	35	0	75362	0	2	8	21	F	F	F	F	0	F	F	F	T
36	1	10	79	1	35	29	0	64335	0	3	0	52	T	F	F	T	30	F	F	F	F
12	0	0	0	0	37	5	0	64396	0	3	5	11	T	F	F	F	0	F	F	F	T
36	0	0	0	0	23	31	1	64437	0	5	8	34	F	F	F	T	100	F	F	F	F
12	0	0	0	0	11	5	0	64453	0	4	8	13	F	F	F	F	0	F	F	F	F
36	1	11	99	1	40	24	3	64496	0	4	8	35	F	F	T	F	330	T	F	F	F
36	2	8	153	2	31	26	0	64664	0	1	8	9	F	F	F	F	60	F	F	F	T
24	0	0	0	0	29	16	2	65750	0	3	11	23	F	F	F	F	200	F	F	F	T
0	0	0	0	0	41	-4	0	65764	0	2	0	26	F	F	F	F	0	F	F	F	F
12	4	13	89	1	33	8	1	65814	0	1	8	20	T	F	F	F	220	F	F	F	F
12	0	0	0	0	25	10	0	65823	0	3	11	27	F	F	F	T	0	F	F	F	F
36	4	13	254	3	69	25	2	65873	0	7	8	35	F	F	F	F	320	F	F	F	T
24	0	0	0	0	27	21	0	65893	0	3	9	29	F	F	F	F	0	F	F	F	F
24	34	24	559	16	49	18	1	66000	0	7	10	52	F	F	F	F	1120	F	F	F	F
36	0	0	0	0	45	24	1	66134	0	2	9	18	F	F	F	F	100	F	F	F	F
12	15	22	620	15	46	9	5	61027	0	6	9	34	F	F	F	F	950	T	F	F	F
12	0	0	0	0	39	6	0	75570	0	2	9	49	F	F	T	F	0	F	F	F	T
36	2	8	349	1	43	30	0	75577	0	1	6	36	F	F	F	F	60	F	F	F	F
48	0	0	0	0	32	37	4	80973	0	4	11	11	F	F	F	F	400	T	F	F	F
24	15	15	476	8	40	14	0	81009	0	1	11	13	F	F	F	F	450	F	T	T	F
36	43	28	293	21	43	23	1	81044	0	6	7	5	F	F	F	F	1390	F	F	F	F
24	3	9	153	2	42	23	0	81071	0	5	9	15	F	F	F	F	90	F	F	F	F
24	0	0	0	0	26	13	0	81135	0	3	8	5	F	F	F	F	0	F	F	F	F
36	0	0	0	0	61	29	0	81152	0	3	8	48	T	F	F	F	0	F	F	F	F
36	0	0	0	0	48	27	0	81243	0	3	6	3	F	F	F	F	0	F	F	T	F
36	0	0	0	0	32	32	0	81097	0	4	10	7	F	F	F	F	0	F	T	F	F
24	4	10	25	2	44	16	0	81287	0	1	6	36	F	F	F	F	120	F	F	F	F
24	3	11	339	2	44	18	3	81350	0	3	9	27	F	F	F	F	390	F	F	F	F
0	0	0	0	0	44	-6	2	81364	0	2	0	16	F	T	F	F	200	F	F	F	F
12	0	0	0	0	71	7	1	81446	0	5	10	42	F	F	F	F	100	F	F	F	T
36	0	0	0	0	19	35	0	81611	0	1	10	7	F	F	F	F	0	F	F	F	F
24	0	0	0	0	58	14	0	81579	0	4	9	22	F	F	F	F	0	F	F	F	F
24	0	0	0	0	37	16	0	81581	0	4	11	5	F	F	F	F	0	F	F	F	F
36	0	0	0	0	48	24	0	81904	0	5	9	44	F	F	F	F	0	F	F	T	F
12	9	17	631	9	35	8	0	81881	0	5	9	39	F	T	F	F	270	F	F	F	F
0	0	0	0	0	31	-5	0	81980	0	2	0	6	F	F	F	F	0	F	F	T	F
36	0	0	0	0	75	29	1	82038	0	4	9	23	F	T	F	F	100	F	F	F	F
24	0	0	0	0	47	20	0	82098	0	7	10	26	F	F	F	F	0	F	F	T	F
36	3	9	30	1	43	30	0	82163	0	6	8	28	F	F	F	F	90	F	F	F	F
48	4	11	246	3	35	36	0	82340	0	3	11	34	F	F	F	F	120	F	F	F	F
0	0	0	0	0	50	-6	1	82227	0	4	10	14	F	F	F	F	100	F	F	F	T
0	0	0	0	0	48	-2	2	82414	0	3	0	24	F	F	F	F	200	F	F	F	F
12	2	8	79	1	41	6	0	82466	0	2	10	52	T	F	F	F	60	F	F	F	F
36	0	0	0	0	63	33	3	82467	0	6	9	2	F	F	F	T	300	F	F	F	F
12	3	10	229	1	19	6	1	82457	0	2	8	10	F	T	F	F	190	F	F	F	F
48	0	0	0	0	52	36	7	82495	0	6	10	34	F	F	F	F	700	F	F	F	F
0	1	0	0	0	48	-4	2	82552	0	2	0	27	F	F	F	F	230	F	F	F	F
36	0	0	0	0	33	30	0	82551	0	4	11	48	F	F	F	F	0	T	T	F	F
0	0	0	0	0	45	-6	1	82741	0	1	0	30	F	F	F	F	100	F	F	F	T
12	0	0	0	0	37	6	1	82756	0	1	5	48	F	F	F	F	100	F	F	F	F
24	31	23	408	16	48	14	1	82760	0	4	11	39	F	F	F	F	1030	F	F	F	F
24	3	11	183	2	48	12	4	82702	0	7	9	33	F	F	T	F	490	F	F	F	F
24	3	8	69	1	49	17	1	61220	0	5	9	51	F	T	F	F	190	F	F	F	F
36	43	29	595	22	36	24	0	61556	0	5	9	4	F	F	F	F	1290	F	F	F	F
24	0	0	0	0	38	17	0	61588	0	4	10	17	F	F	F	F	0	F	T	F	F
0	0	0	0	0	21	-4	0	61681	0	3	9	5	F	F	F	F	0	F	F	T	F
24	0	0	0	0	41	13	1	61788	0	1	8	42	F	F	F	F	100	F	F	F	F
48	3	12	369	2	37	36	0	61854	0	2	9	51	F	T	F	F	90	F	F	F	F
48	0	0	0	0	30	40	0	62106	0	4	9	3	F	F	F	F	0	F	F	F	F
36	3	11	119	1	33	28	3	62238	0	3	9	25	F	F	T	T	390	F	F	F	F
36	0	0	0	0	28	25	2	62333	0	4	7	17	T	F	T	F	200	F	F	F	F
24	4	10	109	3	20	18	1	62522	0	2	10	4	F	F	F	F	220	F	T	F	F
12	2	10	91	2	48	10	1	62606	0	6	11	29	F	F	F	F	160	F	F	F	F
12	0	0	0	0	43	8	0	62776	0	2	11	38	F	F	F	F	0	F	F	F	F
36	0	0	0	0	27	29	1	62892	0	4	11	26	F	F	F	T	100	F	F	F	F
24	0	0	0	0	25	18	0	55572	0	2	9	15	F	F	F	F	0	F	F	F	F
48	0	0	0	0	37	39	1	55586	0	3	0	9	F	F	T	F	100	F	F	F	T
24	0	0	0	0	40	19	0	82866	0	3	0	51	F	F	F	T	0	F	F	T	F
24	0	0	0	0	46	17	1	82867	0	2	10	43	F	F	F	F	100	F	F	F	F
24	0	0	0	0	45	16	1	72442	0	6	10	10	T	F	F	F	100	F	F	F	F
36	0	0	0	0	39	31	1	70308	0	3	10	11	F	F	F	F	100	F	F	F	F
12	0	0	0	0	40	10	1	70423	0	1	9	30	F	F	F	F	100	F	F	F	F
24	0	0	0	0	40	12	1	70624	0	1	10	22	F	F	F	F	100	F	F	F	F
36	4	9	177	3	33	31	2	70676	0	4	10	1	F	F	F	F	320	F	F	F	F
36	3	10	134	2	28	33	6	72471	0	2	0	27	F	F	F	F	690	F	F	F	F
36	4	10	144	3	57	33	0	72503	0	3	8	1	F	F	F	F	120	F	F	T	F
24	0	0	0	0	47	19	0	72594	0	7	11	25	F	F	F	F	0	F	F	F	F
48	0	0	0	0	54	36	1	72628	0	7	10	21	F	F	T	F	100	F	F	F	F
48	1	8	219	1	43	36	0	72773	0	5	11	39	F	F	F	F	30	F	F	F	F
0	0	0	0	0	41	-7	0	72853	0	3	9	33	F	F	F	F	0	F	F	F	F
24	4	11	120	3	21	15	1	72935	0	5	9	33	T	F	F	F	220	F	F	F	F
24	0	0	0	0	58	13	0	70994	0	6	0	22	F	F	F	F	0	F	F	F	F
36	5	10	238	3	43	24	1	73012	0	4	0	14	F	F	F	F	250	F	F	F	F
36	5	9	258	2	44	32	3	73146	0	6	9	10	F	F	F	F	450	F	F	F	F
36	0	0	0	0	41	27	4	73151	0	4	9	27	F	F	F	F	400	F	F	F	T
24	0	0	0	0	40	16	0	71342	0	3	11	14	T	F	F	T	0	F	F	F	F
24	25	33	932	25	47	18	3	73142	0	3	0	5	F	F	F	F	1050	F	F	F	F
24	4	13	49	1	52	14	3	73442	0	4	10	5	F	F	F	F	420	F	F	F	F
48	41	33	597	26	40	38	1	73540	0	3	10	43	F	F	F	F	1330	F	F	F	F
24	0	0	0	0	38	21	2	73541	0	3	10	9	F	F	F	F	200	F	T	F	F
36	2	13	150	1	35	24	0	73556	0	2	8	27	F	F	F	F	60	F	F	F	F
36	0	0	0	0	37	30	0	73512	0	6	10	50	F	T	F	F	0	F	F	F	F
12	2	8	119	1	35	6	0	73519	0	1	10	8	F	F	T	T	60	F	F	F	F
0	0	0	0	0	29	-3	3	73539	0	1	10	39	F	F	F	T	300	F	F	F	F
0	1	0	0	0	73	-2	1	73569	0	5	10	36	F	F	F	F	130	F	F	F	F
0	0	0	0	0	38	-4	2	73589	0	3	11	17	T	F	T	F	200	F	T	F	F
48	0	0	0	0	56	40	1	71743	0	7	9	20	F	F	F	F	100	F	T	F	F
48	0	0	0	0	49	37	2	71793	0	6	11	49	F	F	F	F	200	F	F	F	T
36	0	0	0	0	28	31	0	71830	0	5	0	52	F	F	F	T	0	F	F	F	F
24	25	12	489	5	35	14	4	73743	0	4	7	30	F	F	F	F	1150	F	F	F	F
48	0	0	0	0	36	39	0	73775	0	4	10	2	T	F	F	F	0	F	F	F	F
36	14	13	431	6	40	23	0	73680	0	2	6	10	F	F	F	F	420	F	F	F	F
12	0	0	0	0	38	5	1	72063	0	2	9	51	F	F	F	F	100	F	F	F	F
48	0	0	0	0	18	36	1	74130	0	2	11	40	F	F	F	F	100	T	F	F	T
24	2	8	59	1	43	15	1	74226	0	1	10	11	F	F	F	F	160	F	F	F	F
24	5	12	74	2	62	23	0	55729	0	4	11	3	F	F	F	T	150	F	F	F	F
12	0	0	0	0	53	6	0	55806	0	2	11	29	F	F	F	F	0	F	F	F	F
36	0	0	0	0	59	28	5	55938	0	5	8	23	F	F	T	F	500	F	F	F	T
12	0	0	0	0	42	9	0	56665	0	4	9	35	F	F	F	F	0	F	F	F	T
12	2	9	69	1	36	9	0	56826	0	1	7	13	T	F	T	T	60	F	F	T	F
24	3	8	219	1	20	15	1	56865	0	2	9	31	T	T	F	F	190	F	F	F	F
36	3	13	115	3	35	32	0	57067	0	2	11	34	F	F	T	F	90	F	F	F	F
24	4	10	60	3	28	13	0	57217	0	3	0	5	F	F	F	F	120	F	F	T	F
12	0	0	0	0	25	7	3	57292	0	1	6	43	F	F	T	F	300	F	T	F	T
12	3	11	299	2	43	5	0	74287	0	5	9	12	F	T	F	F	90	F	F	F	F
48	0	0	0	0	58	35	0	72228	0	7	10	48	F	F	F	F	0	F	F	T	F
24	0	0	0	0	26	18	0	74345	0	2	9	13	T	F	F	F	0	F	F	F	F
24	0	0	0	0	37	23	0	75630	0	1	10	7	F	F	F	T	0	F	F	F	F
36	0	0	0	0	42	25	1	75691	0	2	11	38	T	F	F	T	100	F	F	F	F
24	6	13	429	6	33	12	3	75711	0	4	0	16	F	F	F	F	480	F	F	F	F
36	0	0	0	0	63	23	1	75830	0	5	11	41	F	F	F	F	100	T	F	F	F
12	0	0	0	0	31	0	3	75881	0	4	10	2	F	F	F	F	300	F	F	F	F
0	0	0	0	0	46	-5	3	75841	0	2	7	8	F	F	F	F	300	F	F	F	F
36	0	0	0	0	49	23	0	76032	0	2	9	44	F	F	F	F	0	F	F	F	F
36	3	9	94	2	50	25	1	76099	0	5	11	43	F	F	F	F	190	F	F	F	F
24	4	15	518	4	18	15	1	76182	0	3	9	20	F	T	F	F	220	F	F	F	F
48	0	0	0	0	39	39	2	75938	0	2	0	47	F	F	F	F	200	F	F	F	F
24	0	0	0	0	24	17	0	76074	0	4	9	46	F	F	F	F	0	F	T	F	F
0	0	0	0	0	53	-6	1	76143	0	3	11	22	F	F	F	F	100	T	F	T	F
36	2	11	304	2	30	31	0	76277	0	1	11	8	F	F	F	F	60	T	F	F	F
36	0	0	0	0	47	29	1	76183	0	3	9	33	F	F	F	F	100	F	T	F	T
36	0	0	0	0	40	26	2	76265	0	1	11	25	F	F	F	F	200	F	F	F	F
24	0	0	0	0	44	15	3	76315	0	5	8	48	F	F	F	F	300	F	F	F	T
36	0	0	0	0	49	26	0	76224	0	3	8	50	F	F	F	F	0	F	F	F	F
12	0	0	0	0	23	6	0	76504	0	4	11	39	F	F	T	F	0	F	F	F	F
24	5	10	139	3	64	16	0	76499	0	5	0	27	F	F	F	T	150	F	F	F	F
12	0	0	0	0	30	8	0	76631	0	4	10	1	F	F	F	F	0	F	F	F	F
12	0	0	0	0	40	10	1	76538	0	5	0	26	F	F	F	F	100	F	F	F	F
0	0	0	0	0	14	-4	1	76576	0	3	0	32	F	F	T	F	100	F	T	F	F
12	0	0	0	0	39	8	0	76660	0	4	8	19	F	F	F	F	0	F	F	F	F
24	0	0	0	0	36	22	1	76692	0	5	11	39	F	F	F	F	100	F	F	T	F
0	0	0	0	0	40	-3	1	77016	0	2	0	19	T	F	F	F	100	F	F	F	F
0	0	0	0	0	57	-4	0	76925	0	7	7	49	T	F	T	F	0	F	F	F	F
24	5	13	35	3	40	15	0	76974	0	5	0	49	F	F	F	F	150	F	F	F	F
0	0	0	0	0	38	-2	0	77185	0	3	11	44	F	F	F	T	0	F	F	F	F
0	0	0	0	0	41	-5	1	77203	0	2	10	40	F	F	F	F	100	F	F	F	F
36	27	17	366	10	41	34	1	77419	0	4	0	18	F	F	F	F	910	F	F	F	F
36	0	0	0	0	50	28	0	77467	1	2	0	25	F	F	F	F	0	F	F	F	F
36	0	0	0	0	43	30	0	77534	0	2	7	30	F	F	F	F	0	F	T	F	F
24	0	0	0	0	32	16	0	77272	0	4	8	2	F	F	F	F	0	F	F	F	F
12	0	0	0	0	32	9	1	77315	0	3	10	30	T	F	F	F	100	F	F	F	F
0	0	0	0	0	27	-2	1	77194	0	5	11	45	F	F	F	T	100	F	F	T	F
24	25	12	408	3	44	21	1	77211	0	3	0	19	F	F	F	T	850	F	F	T	F
12	0	0	0	0	43	5	0	77259	0	4	9	6	F	F	F	F	0	F	T	T	F
36	6	13	87	3	39	31	2	77426	0	3	8	15	F	F	F	F	380	F	F	T	F
36	0	0	0	0	44	28	0	66527	0	6	11	31	F	F	T	F	0	F	F	F	F
12	4	8	299	1	45	8	5	66618	0	6	9	46	F	F	T	F	620	F	T	F	F
36	2	7	149	1	46	23	4	66650	0	6	0	15	F	F	F	F	460	F	F	T	F
36	0	0	0	0	39	23	0	66727	0	4	0	42	T	F	T	F	0	F	F	T	F
36	2	9	37	2	39	27	3	66834	0	5	9	22	T	F	F	F	360	F	F	T	F
48	0	0	0	0	37	40	0	66977	0	4	9	7	T	F	F	F	0	F	T	F	F
24	0	0	0	0	27	17	1	67079	0	3	11	25	F	T	F	F	100	F	F	F	F
48	2	9	249	1	41	37	1	67304	0	5	10	26	F	F	T	F	160	F	F	F	F
36	2	9	349	1	24	30	2	67379	0	3	9	6	F	T	F	F	260	T	F	F	F
24	0	0	0	0	32	23	0	67588	0	6	10	3	T	F	F	F	0	F	F	F	T
0	0	0	0	0	46	-4	1	67654	0	2	0	12	F	F	F	F	100	F	F	F	F
24	3	8	199	1	40	18	0	67754	0	4	0	29	F	F	F	F	90	F	F	F	T
12	2	10	329	1	22	7	2	67822	0	5	8	9	F	F	F	F	260	F	F	F	F
0	3	0	0	0	47	-3	1	68263	0	5	8	19	F	F	F	F	190	F	F	F	F
24	3	8	95	2	30	15	0	77488	0	4	10	33	F	F	F	T	90	F	F	F	T
36	2	12	69	1	29	30	0	82957	0	4	9	52	F	F	F	F	60	F	F	F	T
36	0	0	0	0	45	31	1	83174	0	5	8	47	F	F	F	F	100	F	F	F	F
0	0	0	0	0	40	-5	1	83300	0	6	10	38	F	F	F	F	100	F	F	F	T
12	0	0	0	0	40	10	1	83352	0	1	11	41	F	F	F	F	100	F	F	F	F
48	0	0	0	0	33	37	1	83263	0	5	10	42	F	F	F	F	100	F	F	F	F
36	0	0	0	0	29	32	1	83447	0	2	10	5	F	F	F	F	100	F	T	F	F
48	2	8	299	1	34	35	4	83485	0	2	7	2	F	T	F	F	460	F	F	F	F
0	2	0	0	0	40	-4	2	83608	1	6	0	5	F	F	F	F	260	F	F	F	T
12	0	0	0	0	49	8	5	83603	0	4	9	48	F	F	F	F	500	F	F	T	T
36	0	0	0	0	57	25	0	83426	0	3	10	22	F	F	F	F	0	F	F	F	F
24	1	9	59	1	24	21	3	83512	0	1	6	17	T	F	F	F	330	F	F	F	F
0	0	0	0	0	21	-4	0	83954	0	4	0	20	F	F	F	F	0	F	F	F	F
12	0	0	0	0	62	5	4	83846	0	6	8	27	F	T	F	T	400	F	T	F	F
36	0	0	0	0	30	25	0	84033	0	3	0	35	F	F	F	F	0	F	F	T	F
0	0	0	0	0	79	-6	0	84058	0	4	11	20	F	F	F	F	0	F	F	F	F
0	0	0	0	0	18	-3	0	84124	0	6	11	4	F	T	F	F	0	F	F	F	F
24	0	0	0	0	47	19	1	84011	0	2	0	46	T	T	F	F	100	F	F	F	F
24	0	0	0	0	38	19	0	84185	0	6	8	35	F	F	T	F	0	F	F	F	F
12	0	0	0	0	44	8	3	84433	0	4	7	29	F	F	F	F	300	F	F	F	T
48	0	0	0	0	53	36	0	84179	0	4	0	11	F	F	F	F	0	F	F	F	F
36	0	0	0	0	53	28	1	84346	0	4	9	23	T	F	F	F	100	F	F	F	F
36	0	0	0	0	32	31	0	84288	0	6	8	13	F	T	F	T	0	F	F	F	F
36	0	0	0	0	44	28	4	84438	0	4	7	34	F	T	F	F	400	F	F	F	F
48	2	10	199	1	43	38	2	84463	0	6	9	29	F	F	F	F	260	F	F	F	F
36	5	13	89	2	52	24	0	84554	0	5	11	22	F	F	F	F	150	F	F	F	F
36	0	0	0	0	40	25	0	84573	0	2	0	51	F	T	F	T	0	F	F	F	F
0	1	0	0	0	49	-6	2	84590	0	5	8	45	F	F	F	F	230	F	T	F	F
0	0	0	0	0	42	-4	0	84637	0	6	9	41	F	F	F	F	0	F	F	F	F
0	7	0	0	0	40	-6	0	84724	0	6	10	4	F	F	F	F	210	F	F	F	F
24	2	11	299	1	49	14	1	84908	0	2	10	7	F	F	F	F	160	F	F	F	F
12	1	8	89	1	36	7	2	84745	0	5	9	8	F	F	F	T	230	F	T	F	F
12	2	8	29	1	47	9	1	84812	0	3	11	42	F	F	F	F	160	F	F	F	F
48	5	10	299	2	31	37	2	84806	0	5	10	33	T	F	F	F	350	F	F	T	F
24	0	0	0	0	38	22	0	84857	0	3	0	7	F	F	F	F	0	F	F	F	F
0	0	0	0	0	53	-4	3	63310	0	4	0	40	F	F	F	F	300	T	F	F	F
48	0	0	0	0	36	39	2	63433	0	5	10	26	T	F	F	F	200	F	F	F	F
36	2	9	131	2	36	23	0	63460	0	6	10	35	F	F	F	T	60	F	F	T	F
48	5	10	278	2	44	38	1	63474	0	2	11	10	F	F	F	F	250	F	F	F	F
24	3	10	189	1	43	13	3	69090	0	4	10	20	F	F	F	F	390	F	F	F	F
0	1	0	0	0	40	-3	1	69183	0	6	6	10	T	F	F	F	130	F	T	F	F
24	0	0	0	0	53	22	0	69283	0	5	0	47	F	F	F	F	0	T	F	F	F
24	0	0	0	0	51	15	3	69299	0	4	10	11	F	F	F	F	300	F	F	F	F
24	0	0	0	0	54	12	0	69435	0	2	9	35	F	T	F	F	0	F	F	F	F
24	1	8	59	1	36	11	2	69542	0	4	0	18	F	F	F	F	230	F	F	F	F
48	0	0	0	0	34	39	2	69551	0	3	9	40	T	F	F	F	200	F	F	T	F
36	38	32	905	24	41	27	3	69753	0	4	8	39	T	F	F	T	1440	F	F	F	F
24	15	11	399	1	51	17	4	69937	0	2	10	29	F	F	F	F	850	F	F	F	F
12	1	9	100	1	56	6	0	84964	0	7	11	48	F	F	F	F	30	F	F	F	T
24	19	25	543	18	52	21	0	84965	0	7	8	47	F	F	F	F	570	F	F	F	F
36	28	34	307	27	51	26	4	72346	0	7	8	15	F	F	F	F	1240	F	F	F	F
36	4	9	222	3	28	34	0	84922	0	6	11	21	F	F	F	F	120	F	T	F	T
24	0	0	0	0	42	18	1	85156	0	2	8	31	F	F	F	F	100	F	F	F	F
48	0	0	0	0	53	37	3	90306	0	3	9	32	F	F	T	F	300	F	F	F	F
36	3	10	60	1	35	24	2	72446	0	3	10	11	F	F	T	F	290	F	F	F	F
24	4	12	198	3	38	15	0	72547	0	5	10	10	F	F	F	F	120	F	F	F	F
36	5	11	95	2	39	33	0	72595	0	5	11	51	F	F	F	T	150	F	F	F	F
24	2	9	17	2	79	13	0	85285	0	2	10	13	F	F	F	F	60	F	F	F	F
12	0	0	0	0	46	10	0	85328	0	4	10	13	T	F	F	F	0	F	F	F	F
48	2	12	199	1	41	38	3	85225	0	3	11	19	F	F	F	F	360	F	F	F	F
0	0	0	0	0	53	-2	4	85409	0	7	0	51	F	F	F	F	400	F	F	F	F
12	0	0	0	0	29	9	1	85394	0	3	10	9	F	F	F	F	100	F	F	F	F
24	5	12	252	3	42	15	0	85562	0	5	11	24	F	F	F	F	150	F	F	F	F
36	28	22	392	15	43	27	0	85459	0	2	10	3	F	F	F	F	840	F	F	F	F
48	0	0	0	0	43	40	1	85539	0	2	10	45	F	F	F	F	100	F	F	F	F
36	2	9	82	2	36	29	0	73082	0	4	11	25	F	F	F	F	60	F	F	T	F
48	0	0	0	0	34	40	2	85655	0	3	8	5	F	F	F	F	200	F	T	F	F
36	0	0	0	0	65	28	0	85739	0	3	11	27	F	F	F	F	0	F	F	F	T
24	6	10	143	3	47	17	2	85837	0	6	0	25	F	F	F	F	380	F	F	F	F
12	0	0	0	0	36	9	1	85846	0	1	10	5	F	T	F	F	100	F	F	F	F
48	0	0	0	0	44	36	1	73234	0	2	10	34	F	T	F	T	100	F	F	F	F
48	0	0	0	0	33	36	0	73300	0	6	9	11	F	F	F	F	0	F	F	F	T
12	5	13	452	5	23	8	0	85953	0	2	10	6	T	F	F	F	150	F	F	F	F
36	0	0	0	0	44	27	1	73384	0	5	9	10	F	T	F	F	100	F	F	F	F
24	0	0	0	0	28	12	1	73482	0	2	10	48	F	F	F	F	100	F	F	F	F
12	0	0	0	0	37	7	4	73532	0	4	10	9	F	F	F	T	400	F	F	F	F
36	24	19	519	11	42	24	1	85958	0	5	11	28	F	F	F	T	820	F	F	F	F
24	0	0	0	0	62	14	1	86007	0	6	10	27	T	F	F	F	100	F	F	F	F
36	3	10	149	1	28	24	0	86296	0	5	7	6	F	F	F	F	90	F	F	F	F
0	0	0	0	0	57	-6	0	86398	0	2	10	4	F	F	F	F	0	F	F	F	F
36	0	0	0	0	44	33	0	86489	0	6	11	38	F	F	F	F	0	F	T	F	F
36	2	8	349	1	37	31	0	86160	0	3	0	28	F	F	F	F	60	F	F	F	T
48	0	0	0	0	44	36	4	86226	0	5	11	46	F	F	F	T	400	F	T	F	F
48	0	0	0	0	56	41	2	86227	0	6	11	1	F	F	F	F	200	F	F	F	F
24	0	0	0	0	26	17	1	73884	0	3	9	3	T	F	F	F	100	F	T	F	F
36	3	9	199	1	38	27	0	73916	0	1	8	18	F	F	F	F	90	F	F	F	F
24	0	0	0	0	25	11	0	73982	0	4	6	47	T	F	F	F	0	F	F	T	F
24	0	0	0	0	41	23	1	73983	0	1	10	30	F	F	T	F	100	F	F	F	F
0	0	0	0	0	30	-4	0	86580	0	3	11	52	F	T	F	F	0	F	F	F	F
36	0	0	0	0	34	29	3	86707	0	4	11	52	F	F	F	F	300	F	T	F	F
